in_rxnorm_cui,rxnorm_cui,name,tty,source,dose,unit,mme_factor
2670,1089060,Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet [Ambifed CD],SBD,rxnav,10,mg,0.15
2670,1089061,Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 40 MG Oral Tablet,SCD,rxnav,10,mg,0.15
2670,1089062,Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 40 MG [Maxifed-G CD],SBDC,rxnav,10,mg,0.15
2670,1089063,Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 40 MG Oral Tablet [Maxifed-G CD],SBD,rxnav,10,mg,0.15
2670,1089070,Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet,SCD,rxnav,10,mg,0.15
2670,1089071,Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 60 MG [Maxifed CD],SBDC,rxnav,10,mg,0.15
2670,1089072,Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Maxifed CD],SBD,rxnav,10,mg,0.15
5489,1098906,Brompheniramine Maleate 0.4 MG/ML / Guaifenesin 40 MG/ML / Hydrocodone Bitartrate 1 MG/ML Oral Solution,SCD,rxnav,1,mg/ml,1
2670,1099711,Codeine Phosphate 20 MG / Pseudoephedrine Hydrochloride 60 MG / Triprolidine Hydrochloride 4 MG Oral Tablet,SCD,rxnav,20,mg,0.15
5489,1112220,Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone Bitartrate 1 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution,SCD,rxnav,1,mg/ml,1
5489,1112221,Zutripro,BN,rxnav,,,1
5489,1112222,Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone Bitartrate 1 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML [Zutripro],SBDC,rxnav,1,mg/ml,1
5489,1112223,Chlorpheniramine / Hydrocodone / Pseudoephedrine Oral Solution [Zutripro],SBDF,rxnav,,,1
5489,1112224,Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone Bitartrate 1 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution [Zutripro],SBD,rxnav,1,mg/ml,1
7804,1113314,Oxycodone Hydrochloride 7.5 MG Oral Tablet,SCD,rxnav,7.5,mg,1.5
2670,1113417,Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution,SCD,rxnav,2,mg/ml,0.15
2670,1113436,Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Phenylhistine DH],SBDC,rxnav,2,mg/ml,0.15
2670,1113437,Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Phenylhistine DH],SBD,rxnav,2,mg/ml,0.15
2670,1113997,Codeine Phosphate 1.6 MG/ML,SCDC,rxnav,1.6,mg/ml,0.15
2670,1113998,Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 1.6 MG/ML Oral Solution,SCD,rxnav,1.6,mg/ml,0.15
2670,1113999,Codar AR,BN,rxnav,,,0.15
2670,1114000,Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 1.6 MG/ML [Codar AR],SBDC,rxnav,1.6,mg/ml,0.15
2670,1114001,Chlorpheniramine / Codeine Oral Solution [Codar AR],SBDF,rxnav,,,0.15
2670,1114002,Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 1.6 MG/ML Oral Solution [Codar AR],SBD,rxnav,1.6,mg/ml,0.15
2670,1114003,Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 1.6 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution,SCD,rxnav,1.6,mg/ml,0.15
2670,1114026,Codeine Phosphate 1.6 MG/ML / Guaifenesin 40 MG/ML Oral Solution,SCD,rxnav,1.6,mg/ml,0.15
2670,1114027,Codar GF,BN,rxnav,,,0.15
2670,1114028,Codeine Phosphate 1.6 MG/ML / Guaifenesin 40 MG/ML [Codar GF],SBDC,rxnav,1.6,mg/ml,0.15
2670,1114029,Codeine / Guaifenesin Oral Solution [Codar GF],SBDF,rxnav,,,0.15
2670,1114030,Codeine Phosphate 1.6 MG/ML / Guaifenesin 40 MG/ML Oral Solution [Codar GF],SBD,rxnav,1.6,mg/ml,0.15
2670,1114110,Codeine Phosphate 1.6 MG/ML / Guaifenesin 40 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution,SCD,rxnav,1.6,mg/ml,0.15
5489,1114334,Hydrocodone Bitartrate 1 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution,SCD,rxnav,1,mg/ml,1
5489,1114335,Rezira,BN,rxnav,,,1
5489,1114336,Hydrocodone Bitartrate 1 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML [Rezira],SBDC,rxnav,1,mg/ml,1
5489,1114337,Hydrocodone / Pseudoephedrine Oral Solution [Rezira],SBDF,rxnav,,,1
5489,1114338,Hydrocodone Bitartrate 1 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution [Rezira],SBD,rxnav,1,mg/ml,1
2670,1114878,Codeine Phosphate 1.6 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution,SCD,rxnav,1.6,mg/ml,0.15
4337,1115544,Fentanyl 0.1 MG/ACTUAT,SCDC,rxnav,0.1,mg,NULL
4337,1115547,Lazanda,BN,rxnav,,,NULL
4337,1115548,Fentanyl 0.1 MG/ACTUAT [Lazanda],SBDC,rxnav,0.1,mg,NULL
4337,1115572,Fentanyl Nasal Spray,SCDF,rxnav,,,NULL
4337,1115573,Fentanyl 0.1 MG/ACTUAT Nasal Spray,SCD,rxnav,0.1,mg,NULL
4337,1115574,Fentanyl Nasal Spray [Lazanda],SBDF,rxnav,,,NULL
4337,1115575,Fentanyl 0.1 MG/ACTUAT Nasal Spray [Lazanda],SBD,rxnav,0.1,mg,NULL
4337,1115576,Fentanyl 0.4 MG/ACTUAT,SCDC,rxnav,0.4,mg,NULL
4337,1115577,Fentanyl 0.4 MG/ACTUAT Nasal Spray,SCD,rxnav,0.4,mg,NULL
4337,1115578,Fentanyl 0.4 MG/ACTUAT [Lazanda],SBDC,rxnav,0.4,mg,NULL
4337,1115579,Fentanyl 0.4 MG/ACTUAT Nasal Spray [Lazanda],SBD,rxnav,0.4,mg,NULL
2670,1115966,Codeine hydrochloride,PIN,rxnav,,,0.15
5489,1144866,HYDROCODONE POLISTIREX 10 MG,SCDC,rxnav,10,mg,1
5489,1145789,HYDROCODONE POLISTIREX 2 MG/ML,SCDC,rxnav,2,mg/ml,1
2670,1145969,Codar D,BN,rxnav,,,0.15
2670,1145970,Codeine Phosphate 1.6 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Codar D],SBDC,rxnav,1.6,mg/ml,0.15
2670,1145971,Codeine / Pseudoephedrine Oral Solution [Codar D],SBDF,rxnav,,,0.15
2670,1145972,Codeine Phosphate 1.6 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Codar D],SBD,rxnav,1.6,mg/ml,0.15
5489,1147393,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG [Xodol],SBDC,rxnav,10,mg,1
5489,1147394,Acetaminophen / Hydrocodone Oral Tablet [Xodol],SBDF,rxnav,,,1
5489,1147395,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Xodol],SBD,rxnav,10,mg,1
2670,1147705,Lortuss EX,BN,rxnav,,,0.15
2670,1147707,Codeine / Guaifenesin / Pseudoephedrine Oral Solution [Lortuss EX],SBDF,rxnav,,,0.15
2670,1147841,Codeine / Pheniramine / Phenylephrine,MIN,rxnav,,,0.15
10689,1148478,24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule,SCD,rxnav,100,mg,0.1
10689,1148479,ConZip,BN,rxnav,,,0.1
10689,1148480,tramadol hydrochloride 100 MG [ConZip],SBDC,rxnav,100,mg,0.1
10689,1148481,Tramadol Extended Release Oral Capsule [ConZip],SBDF,rxnav,,,0.1
10689,1148482,24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule [ConZip],SBD,rxnav,100,mg,0.1
10689,1148485,24 HR tramadol hydrochloride 200 MG Extended Release Oral Capsule,SCD,rxnav,200,mg,0.1
10689,1148486,tramadol hydrochloride 200 MG [ConZip],SBDC,rxnav,200,mg,0.1
10689,1148487,24 HR tramadol hydrochloride 200 MG Extended Release Oral Capsule [ConZip],SBD,rxnav,200,mg,0.1
10689,1148489,24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule,SCD,rxnav,300,mg,0.1
10689,1148490,tramadol hydrochloride 300 MG [ConZip],SBDC,rxnav,300,mg,0.1
10689,1148491,24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule [ConZip],SBD,rxnav,300,mg,0.1
787390,1148796,tapentadol Extended Release Oral Tablet,SCDF,rxnav,,,0.4
787390,1148797,12 HR tapentadol 100 MG Extended Release Oral Tablet,SCD,rxnav,100,mg,0.4
787390,1148799,tapentadol 150 MG,SCDC,rxnav,150,mg,0.4
787390,1148800,12 HR tapentadol 150 MG Extended Release Oral Tablet,SCD,rxnav,150,mg,0.4
787390,1148802,tapentadol 200 MG,SCDC,rxnav,200,mg,0.4
787390,1148803,12 HR tapentadol 200 MG Extended Release Oral Tablet,SCD,rxnav,200,mg,0.4
787390,1148805,tapentadol 250 MG,SCDC,rxnav,250,mg,0.4
787390,1148807,12 HR tapentadol 250 MG Extended Release Oral Tablet,SCD,rxnav,250,mg,0.4
787390,1148809,12 HR tapentadol 50 MG Extended Release Oral Tablet,SCD,rxnav,50,mg,0.4
787390,1149366,tapentadol Extended Release Oral Tablet [Nucynta],SBDF,rxnav,,,0.4
787390,1149367,12 HR tapentadol 100 MG Extended Release Oral Tablet [Nucynta],SBD,rxnav,100,mg,0.4
787390,1149369,tapentadol 150 MG [Nucynta],SBDC,rxnav,150,mg,0.4
787390,1149370,12 HR tapentadol 150 MG Extended Release Oral Tablet [Nucynta],SBD,rxnav,150,mg,0.4
787390,1149372,tapentadol 200 MG [Nucynta],SBDC,rxnav,200,mg,0.4
787390,1149373,12 HR tapentadol 200 MG Extended Release Oral Tablet [Nucynta],SBD,rxnav,200,mg,0.4
787390,1149375,tapentadol 250 MG [Nucynta],SBDC,rxnav,250,mg,0.4
787390,1149376,12 HR tapentadol 250 MG Extended Release Oral Tablet [Nucynta],SBD,rxnav,250,mg,0.4
787390,1149378,12 HR tapentadol 50 MG Extended Release Oral Tablet [Nucynta],SBD,rxnav,50,mg,0.4
1819,1151359,Buprenorphine / Naloxone Oral Product,SCDG,rxnav,,,NULL
1819,1151360,Buprenorphine / Naloxone Pill,SCDG,rxnav,,,NULL
1819,1151362,Buprenorphine Oral Product,SCDG,rxnav,,,NULL
1819,1151363,Buprenorphine Pill,SCDG,rxnav,,,NULL
1819,1151364,Buprenorphine Topical Product,SCDG,rxnav,,,NULL
1841,1151378,Butorphanol Inhalant Product,SCDG,rxnav,,,7
1841,1151380,Butorphanol Nasal Product,SCDG,rxnav,,,7
5489,1151548,Acetaminophen / Hydrocodone Oral Liquid Product,SCDG,rxnav,,,1
5489,1151549,Acetaminophen / Hydrocodone Oral Product,SCDG,rxnav,,,1
5489,1151550,Acetaminophen / Hydrocodone Pill,SCDG,rxnav,,,1
7804,1151899,Acetaminophen / Oxycodone Oral Liquid Product,SCDG,rxnav,,,1.5
7804,1151900,Acetaminophen / Oxycodone Oral Product,SCDG,rxnav,,,1.5
7804,1151901,Acetaminophen / Oxycodone Pill,SCDG,rxnav,,,1.5
8001,1151902,Acetaminophen / Pentazocine Oral Product,SCDG,rxnav,,,0.37
8001,1151903,Acetaminophen / Pentazocine Pill,SCDG,rxnav,,,0.37
8785,1151927,Acetaminophen / Propoxyphene Oral Product,SCDG,rxnav,,,NULL
8785,1151928,Acetaminophen / Propoxyphene Pill,SCDG,rxnav,,,NULL
10689,1152238,Acetaminophen / Tramadol Oral Product,SCDG,rxnav,,,0.1
10689,1152239,Acetaminophen / Tramadol Pill,SCDG,rxnav,,,0.1
2670,1152250,Acetaminophen / butalbital / Caffeine / Codeine Oral Product,SCDG,rxnav,,,0.15
2670,1152251,Acetaminophen / butalbital / Caffeine / Codeine Pill,SCDG,rxnav,,,0.15
23088,1152539,Acetaminophen / dihydrocodeine Oral Product,SCDG,rxnav,,,0.25
23088,1152540,Acetaminophen / dihydrocodeine Pill,SCDG,rxnav,,,0.25
8785,1153233,Aspirin / Caffeine / Propoxyphene Oral Product,SCDG,rxnav,,,NULL
8785,1153234,Aspirin / Caffeine / Propoxyphene Pill,SCDG,rxnav,,,NULL
23088,1153517,Aspirin / Caffeine / dihydrocodeine Oral Product,SCDG,rxnav,,,0.25
23088,1153518,Aspirin / Caffeine / dihydrocodeine Pill,SCDG,rxnav,,,0.25
2670,1153529,Aspirin / Carisoprodol / Codeine Oral Product,SCDG,rxnav,,,0.15
2670,1153530,Aspirin / Carisoprodol / Codeine Pill,SCDG,rxnav,,,0.15
2670,1153552,Aspirin / Codeine Oral Product,SCDG,rxnav,,,0.15
2670,1153719,Aspirin / Codeine Pill,SCDG,rxnav,,,0.15
5489,1153735,Aspirin / Hydrocodone Oral Product,SCDG,rxnav,,,1
5489,1153736,Aspirin / Hydrocodone Pill,SCDG,rxnav,,,1
7804,1153749,Aspirin / Oxycodone Oral Product,SCDG,rxnav,,,1.5
7804,1153750,Aspirin / Oxycodone Pill,SCDG,rxnav,,,1.5
2670,1153881,Chlorpheniramine / Codeine / Phenylephrine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1153882,Chlorpheniramine / Codeine / Phenylephrine Oral Product,SCDG,rxnav,,,0.15
2670,1153885,Chlorpheniramine / Codeine / Pseudoephedrine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1153886,Chlorpheniramine / Codeine / Pseudoephedrine Oral Product,SCDG,rxnav,,,0.15
2670,1153889,Chlorpheniramine / Codeine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1153890,Chlorpheniramine / Codeine Oral Product,SCDG,rxnav,,,0.15
2670,1153891,Chlorpheniramine / Codeine Pill,SCDG,rxnav,,,0.15
2670,1154056,Aspirin / butalbital / Caffeine / Codeine Oral Product,SCDG,rxnav,,,0.15
2670,1154057,Aspirin / butalbital / Caffeine / Codeine Pill,SCDG,rxnav,,,0.15
5489,1154481,Chlorpheniramine / Guaifenesin / Hydrocodone / Pseudoephedrine Oral Product,SCDG,rxnav,,,1
5489,1154501,Chlorpheniramine / Hydrocodone / Phenylephrine Oral Liquid Product,SCDG,rxnav,,,1
5489,1154502,Chlorpheniramine / Hydrocodone / Phenylephrine Oral Product,SCDG,rxnav,,,1
5489,1154503,Chlorpheniramine / Hydrocodone / Pseudoephedrine Oral Liquid Product,SCDG,rxnav,,,1
5489,1154504,Chlorpheniramine / Hydrocodone / Pseudoephedrine Oral Product,SCDG,rxnav,,,1
2670,1154523,Codeine / Guaifenesin / Phenylephrine Oral Product,SCDG,rxnav,,,0.15
2670,1154570,Acetaminophen / Caffeine / Codeine Oral Product,SCDG,rxnav,,,0.15
23088,1154590,Acetaminophen / Caffeine / dihydrocodeine Oral Product,SCDG,rxnav,,,0.25
23088,1154591,Acetaminophen / Caffeine / dihydrocodeine Pill,SCDG,rxnav,,,0.25
5489,1154770,Chlorpheniramine / Hydrocodone Oral Liquid Product,SCDG,rxnav,,,1
5489,1154771,Chlorpheniramine / Hydrocodone Oral Product,SCDG,rxnav,,,1
5489,1154772,Chlorpheniramine / Hydrocodone Pill,SCDG,rxnav,,,1
2670,1154803,Codeine / Guaifenesin / Phenylephrine Pill,SCDG,rxnav,,,0.15
2670,1154810,Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1154811,Codeine / Guaifenesin / Pseudoephedrine Oral Product,SCDG,rxnav,,,0.15
2670,1154812,Codeine / Guaifenesin / Pseudoephedrine Pill,SCDG,rxnav,,,0.15
2670,1154815,Codeine / Guaifenesin Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1154816,Codeine / Guaifenesin Oral Product,SCDG,rxnav,,,0.15
2670,1154817,Codeine / Guaifenesin Pill,SCDG,rxnav,,,0.15
2670,1154818,Codeine / Ibuprofen Oral Product,SCDG,rxnav,,,0.15
2670,1154819,Codeine / Ibuprofen Pill,SCDG,rxnav,,,0.15
2670,1154820,Codeine / Kaolin Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1154821,Codeine / Kaolin Oral Product,SCDG,rxnav,,,0.15
2670,1154830,Codeine / Phenylephrine / Promethazine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1154831,Codeine / Phenylephrine / Promethazine Oral Product,SCDG,rxnav,,,0.15
2670,1154834,Codeine / Phenylephrine / Pyrilamine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1154835,Codeine / Phenylephrine / Pyrilamine Oral Product,SCDG,rxnav,,,0.15
2670,1154898,Acetaminophen / Chlorpheniramine / Codeine / Pseudoephedrine Oral Product,SCDG,rxnav,,,0.15
2670,1154899,Acetaminophen / Chlorpheniramine / Codeine / Pseudoephedrine Pill,SCDG,rxnav,,,0.15
2670,1155151,Codeine / Promethazine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1155152,Codeine / Promethazine Oral Product,SCDG,rxnav,,,0.15
2670,1155155,Codeine / Pseudoephedrine / Triprolidine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1155156,Codeine / Pseudoephedrine / Triprolidine Oral Product,SCDG,rxnav,,,0.15
2670,1155157,Codeine / Pseudoephedrine / Triprolidine Pill,SCDG,rxnav,,,0.15
2670,1155158,Codeine / Pseudoephedrine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1155159,Codeine / Pseudoephedrine Oral Product,SCDG,rxnav,,,0.15
2670,1155160,Codeine / Pseudoephedrine Pill,SCDG,rxnav,,,0.15
2670,1155161,Codeine / Pyrilamine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1155162,Codeine / Pyrilamine Oral Product,SCDG,rxnav,,,0.15
2670,1155165,Codeine / dexchlorpheniramine / Phenylephrine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1155166,Codeine / dexchlorpheniramine / Phenylephrine Oral Product,SCDG,rxnav,,,0.15
2670,1155184,Codeine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1155185,Codeine Oral Product,SCDG,rxnav,,,0.15
2670,1155186,Codeine Pill,SCDG,rxnav,,,0.15
2670,1155385,Brompheniramine / Codeine / Phenylephrine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1155386,Brompheniramine / Codeine / Phenylephrine Oral Product,SCDG,rxnav,,,0.15
2670,1155387,Brompheniramine / Codeine / Phenylephrine Pill,SCDG,rxnav,,,0.15
2670,1155388,Brompheniramine / Codeine / Phenylpropanolamine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1155389,Brompheniramine / Codeine / Phenylpropanolamine Oral Product,SCDG,rxnav,,,0.15
2670,1155390,Brompheniramine / Codeine / Pseudoephedrine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1155391,Brompheniramine / Codeine / Pseudoephedrine Oral Product,SCDG,rxnav,,,0.15
2670,1155392,Brompheniramine / Codeine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1155393,Brompheniramine / Codeine Oral Product,SCDG,rxnav,,,0.15
2670,1155394,Brompheniramine / Codeine Pill,SCDG,rxnav,,,0.15
23088,1155444,Chlorpheniramine / dihydrocodeine / Phenylephrine Oral Liquid Product,SCDG,rxnav,,,0.25
23088,1155445,Chlorpheniramine / dihydrocodeine / Phenylephrine Oral Product,SCDG,rxnav,,,0.25
2670,1155595,Acetaminophen / Codeine / Pseudoephedrine Oral Product,SCDG,rxnav,,,0.15
2670,1155596,Acetaminophen / Codeine / Pseudoephedrine Pill,SCDG,rxnav,,,0.15
2670,1155597,Acetaminophen / Codeine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1155598,Acetaminophen / Codeine Oral Product,SCDG,rxnav,,,0.15
2670,1155599,Acetaminophen / Codeine Pill,SCDG,rxnav,,,0.15
5489,1155730,Brompheniramine / Guaifenesin / Hydrocodone Oral Liquid Product,SCDG,rxnav,,,1
5489,1155731,Brompheniramine / Guaifenesin / Hydrocodone Oral Product,SCDG,rxnav,,,1
7676,1155999,Belladonna Alkaloids / Opium Rectal Product,SCDG,rxnav,,,1
5489,1156033,Brompheniramine / Hydrocodone / Pseudoephedrine Oral Liquid Product,SCDG,rxnav,,,1
5489,1156034,Brompheniramine / Hydrocodone / Pseudoephedrine Oral Product,SCDG,rxnav,,,1
7052,1156362,Morphine Oral Liquid Product,SCDG,rxnav,,,1
7052,1156363,Morphine Oral Product,SCDG,rxnav,,,1
7052,1156364,Morphine Pill,SCDG,rxnav,,,1
7052,1156365,Morphine Rectal Product,SCDG,rxnav,,,1
8001,1156976,Naloxone / Pentazocine Oral Product,SCDG,rxnav,,,0.37
8001,1156977,Naloxone / Pentazocine Pill,SCDG,rxnav,,,0.37
10689,1157661,Tramadol Oral Liquid Product,SCDG,rxnav,,,0.1
10689,1157662,Tramadol Oral Product,SCDG,rxnav,,,0.1
10689,1157663,Tramadol Pill,SCDG,rxnav,,,0.1
5489,1157782,dexchlorpheniramine / Hydrocodone / Phenylephrine Oral Liquid Product,SCDG,rxnav,,,1
5489,1157783,dexchlorpheniramine / Hydrocodone / Phenylephrine Oral Product,SCDG,rxnav,,,1
5489,1157830,guaiacolsulfonate / Hydrocodone Oral Liquid Product,SCDG,rxnav,,,1
5489,1157831,guaiacolsulfonate / Hydrocodone Oral Product,SCDG,rxnav,,,1
5489,1158553,Guaifenesin / Hydrocodone / Phenylephrine Oral Liquid Product,SCDG,rxnav,,,1
5489,1158554,Guaifenesin / Hydrocodone / Phenylephrine Oral Product,SCDG,rxnav,,,1
5489,1158557,Guaifenesin / Hydrocodone / Pseudoephedrine Oral Liquid Product,SCDG,rxnav,,,1
5489,1158558,Guaifenesin / Hydrocodone / Pseudoephedrine Oral Product,SCDG,rxnav,,,1
5489,1158562,Guaifenesin / Hydrocodone Oral Liquid Product,SCDG,rxnav,,,1
5489,1158563,Guaifenesin / Hydrocodone Oral Product,SCDG,rxnav,,,1
23088,1158925,dihydrocodeine Oral Product,SCDG,rxnav,,,0.25
23088,1158926,dihydrocodeine Pill,SCDG,rxnav,,,0.25
4337,1159055,Fentanyl Inhalant Product,SCDG,rxnav,,,NULL
4337,1159057,Fentanyl Nasal Product,SCDG,rxnav,,,NULL
4337,1159058,Fentanyl Oral Product,SCDG,rxnav,,,NULL
4337,1159059,Fentanyl Pill,SCDG,rxnav,,,NULL
4337,1159060,Fentanyl Topical Product,SCDG,rxnav,,,NULL
5489,1159519,homatropine / Hydrocodone Oral Liquid Product,SCDG,rxnav,,,1
5489,1159520,homatropine / Hydrocodone Oral Product,SCDG,rxnav,,,1
5489,1159521,homatropine / Hydrocodone Pill,SCDG,rxnav,,,1
6754,1160381,Meperidine / Promethazine Oral Product,SCDG,rxnav,,,0.1
6754,1160382,Meperidine / Promethazine Pill,SCDG,rxnav,,,0.1
6754,1160384,Meperidine Oral Liquid Product,SCDG,rxnav,,,0.1
6754,1160385,Meperidine Oral Product,SCDG,rxnav,,,0.1
6754,1160386,Meperidine Pill,SCDG,rxnav,,,0.1
787390,1160875,tapentadol Oral Product,SCDG,rxnav,,,0.4
787390,1160876,tapentadol Pill,SCDG,rxnav,,,0.4
7676,1161039,Opium Oral Liquid Product,SCDG,rxnav,,,1
7676,1161040,Opium Oral Product,SCDG,rxnav,,,1
6813,1161620,Methadone Oral Liquid Product,SCDG,rxnav,,,NULL
6813,1161621,Methadone Oral Product,SCDG,rxnav,,,NULL
6813,1161622,Methadone Pill,SCDG,rxnav,,,NULL
7804,1161681,Oxycodone Oral Liquid Product,SCDG,rxnav,,,1.5
7804,1161682,Oxycodone Oral Product,SCDG,rxnav,,,1.5
7804,1161683,Oxycodone Pill,SCDG,rxnav,,,1.5
7804,1161684,Oxycodone Rectal Product,SCDG,rxnav,,,1.5
2670,1161864,chlorcyclizine / Codeine / Pseudoephedrine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1161865,chlorcyclizine / Codeine / Pseudoephedrine Oral Product,SCDG,rxnav,,,0.15
7814,1162252,Oxymorphone Oral Product,SCDG,rxnav,,,3
7814,1162253,Oxymorphone Pill,SCDG,rxnav,,,3
5489,1162788,Hydrocodone / Ibuprofen Oral Product,SCDG,rxnav,,,1
5489,1162789,Hydrocodone / Ibuprofen Pill,SCDG,rxnav,,,1
5489,1162792,Hydrocodone / Phenylephrine / Pyrilamine Oral Liquid Product,SCDG,rxnav,,,1
5489,1162793,Hydrocodone / Phenylephrine / Pyrilamine Oral Product,SCDG,rxnav,,,1
5489,1162794,Hydrocodone / Phenylephrine Oral Liquid Product,SCDG,rxnav,,,1
5489,1162795,Hydrocodone / Phenylephrine Oral Product,SCDG,rxnav,,,1
5489,1162800,Hydrocodone / Pseudoephedrine Oral Liquid Product,SCDG,rxnav,,,1
5489,1162801,Hydrocodone / Pseudoephedrine Oral Product,SCDG,rxnav,,,1
5489,1162802,Hydrocodone / Pseudoephedrine Pill,SCDG,rxnav,,,1
8785,1162932,Propoxyphene Oral Product,SCDG,rxnav,,,NULL
8785,1162933,Propoxyphene Pill,SCDG,rxnav,,,NULL
2670,1163105,bromodiphenhydramine / Codeine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1163106,bromodiphenhydramine / Codeine Oral Product,SCDG,rxnav,,,0.15
5489,1163405,Hydrocodone Oral Product,SCDG,rxnav,,,1
5489,1163406,Hydrocodone Pill,SCDG,rxnav,,,1
237005,1163471,Levomethadyl Oral Liquid Product,SCDG,rxnav,,,NULL
237005,1163472,Levomethadyl Oral Product,SCDG,rxnav,,,NULL
6378,1163480,Levorphanol Oral Product,SCDG,rxnav,,,11
6378,1163481,Levorphanol Pill,SCDG,rxnav,,,11
3423,1164619,Hydromorphone Oral Liquid Product,SCDG,rxnav,,,4
3423,1164620,Hydromorphone Oral Product,SCDG,rxnav,,,4
3423,1164621,Hydromorphone Pill,SCDG,rxnav,,,4
3423,1164622,Hydromorphone Rectal Product,SCDG,rxnav,,,4
8001,1164784,Pentazocine Oral Product,SCDG,rxnav,,,0.37
8001,1164785,Pentazocine Pill,SCDG,rxnav,,,0.37
8001,1164786,Pentazocine Rectal Product,SCDG,rxnav,,,0.37
7804,1165305,Ibuprofen / Oxycodone Oral Product,SCDG,rxnav,,,1.5
7804,1165306,Ibuprofen / Oxycodone Pill,SCDG,rxnav,,,1.5
7052,1165401,Morphine / Naltrexone Oral Product,SCDG,rxnav,,,1
7052,1165402,Morphine / Naltrexone Pill,SCDG,rxnav,,,1
4337,1165961,Abstral Oral Product,SBDG,rxnav,,,NULL
4337,1165962,Abstral Pill,SBDG,rxnav,,,NULL
5489,1166112,B-Tuss Oral Liquid Product,SBDG,rxnav,,,1
5489,1166113,B-Tuss Oral Product,SBDG,rxnav,,,1
4337,1166500,Fentora Oral Product,SBDG,rxnav,,,NULL
4337,1166501,Fentora Pill,SBDG,rxnav,,,NULL
5489,1166579,Ibudone Oral Product,SBDG,rxnav,,,1
5489,1166582,Ibudone Pill,SBDG,rxnav,,,1
